lexeme_russian	number_syllables	onset	coda
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-O-V	3	V	V
V-O-O-V-O-L-V-O	3	V	O
V-O-O-V-O-L-V-O-O-V	4	V	V
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O-O-V-O	3	V	O
V-O-O-V-V-O-V-J-O-O-O-V	5	V	V
V-O-O-V-V-O-V-J-O-V	5	V	V
V-O-O-V-O	2	V	O
V-O-O-V-O-O-O-V-J	3	V	J
V-O-O-V-O-O-O-O-V	3	V	V
V-O-O-V-V-O-V-O-O-V	5	V	V
V-O-O-V-L	2	V	L
V-O-O-V-L-V-O-V-O	4	V	O
V-O-O-V-L-V-O-V-O-O-V	5	V	V
V-O-O-V-L-V-O	3	V	O
V-O-O-V-L-V-O-O-V	4	V	V
V-O-O-V-O-O-V	3	V	V
V-O-O-V-J-V-N-V-J-V	5	V	V
V-O-O-V-J-V-N-N-V-O-O	4	V	O-O
V-O-O-V-J-V-N-N-V-J	4	V	J
V-O-O-V-J-V-O-O-V	4	V	V
V-O-O-V-O-V	3	V	V
V-O-O-V-O-V	3	V	V
V-O-O-V-O-V-L-V-O-V	5	V	V
V-O-O-V-O-V-N-V-O-V-O	5	V	O
V-O-O-V-O-V-O-V	4	V	V
V-O-O-V-O-V-N-V-O-V-O	5	V	O
V-O-O-V-O-V-N-V-O	4	V	O
V-O-O-V-O-R-V-O-V-O	4	V	O
V-O-O-V-R-V-N-O-V-O-V-O	5	V	O
V-O-O-V-R-O-V-O-V-O	4	V	O
V-O-O-V-R-O-V-O-V-O-O-V	5	V	V
V-O-O-V-R-O-N-V-O	3	V	O
V-O-O-V-R-O-N-V-O-O-V	4	V	V
V-O-O-V-R-O-V-O	3	V	O
V-O-O-V-R-O-N-V-O	3	V	O
V-O-O-V-R-O-V-O-V-O	4	V	O
V-O-O-V-R-O-V-O	3	V	O
V-O-O-V-R-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-O-V-J	3	V	J
V-O-O-V-O-O-O-V	3	V	V
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O-V-O-O-V	5	V	V
V-O-O-V-O	2	V	O
V-O-O-V-O-L-V-O-V-O-O	4	V	O-O
V-O-O-V-O-L-V-O-V-J	4	V	J
V-O-O-V-O-N-V-O-O	3	V	O-O
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O-N-V	3	V	V
V-O-O-V-J	2	V	J
V-O-O-V-N	2	V	N
V-O-O-V-O-L-V-N-V-J-V	5	V	V
V-O-O-V-O-L-V-O	3	V	O
V-O-O-V-O-L-V-O-O-V	4	V	V
V-O-O-V-O-L-V-O	3	V	O
V-O-O-V-O-L-V-O-O-V	4	V	V
V-O-O-V-O-O-V-O	3	V	O
V-O-O-V-O-O-V-O-O-V	4	V	V
V-O-O-V-O-O-O-V	3	V	V
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-O-V-O-O-V-O	4	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-L-V-N-V-O	3	V	O
V-O-O-L-V-N-V-O	3	V	O
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-O-V-J-V-N-V-O-O	5	V	O-O
V-O-O-V-O-O-V-O	3	V	O
V-O-O-V-O-O-V-N-V-J-V	5	V	V
V-O-O-V-O-O-V-N-N-V-O-O	4	V	O-O
V-O-O-V-O-O-V-N-N-V-J	4	V	J
V-O-O-V-R-V-O-O-V	4	V	V
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-N-V-O	3	V	O
V-O-O-V-O-N-V-O	3	V	O
V-O-O-V-O-N-V-O-O-V	4	V	V
V-O-O-V-O-V-O-V-O-O-V	5	V	V
V-O-O-O-V-R-O-V-O-V-O	4	V	O
V-O-O-O-V-R-O-V-O-V-O-O-V	5	V	V
V-O-O-O-V-R-O-V-O-V-O-V-O	5	V	O
V-O-O-O-V-R-O-V-O-V-O-V-O-O-V	6	V	V
V-O-O-O-V-R-V-O-V-O	4	V	O
V-O-O-O-V-R-V-O-V-O-O-V	5	V	V
V-O-O-O-V-R-N-V-O	3	V	O
V-O-O-O-V-R-V-O	3	V	O
V-O-O-O-V-R-V-O-O-V	4	V	V
V-O-O-V-L-V-O-V-O	4	V	O
V-O-O-V-L-V-O-V-O-O-V	5	V	V
V-O-O-V-L-N-V-O	3	V	O
V-O-O-V-L-N-V-O-V	4	V	V
V-O-O-V-L-N-V-O-V-O-O-V-J	5	V	J
V-O-O-V-L-N-V-O-V-O-O-O-V	5	V	V
V-O-O-V-L-N-V-O-V-J	4	V	J
V-O-O-V-O	2	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-O-V	3	V	V
V-O-O-V-O	2	V	O
V-O-O-V-O-O-V	3	V	V
V-O-O-L-V-O-V-O	3	V	O
V-O-O-L-V-O-V-O-V-O	4	V	O
V-O-O-L-V-O-V-O-V-O	4	V	O
V-O-O-L-V-O-V-O-V-O-O-V	5	V	V
V-O-O-L-V-O-V-O-O-V	4	V	V
V-O-O-L-V-O-V-O-V-O-V-O	5	V	O
V-O-O-L-V-O-V-O-V-O-V-O-O-V	6	V	V
V-O-O-O-V-N-O-V-R-V-O-V-O	5	V	O
V-O-O-O-V-N-O-V-R-V-O	4	V	O
V-O-O-O-V-L-V-O-V-O	4	V	O
V-O-O-O-V-L-V-O-V-O-O-V	5	V	V
V-O-O-O-V-L-V-O	3	V	O
V-O-O-O-V-L-V-O-O-V	4	V	V
V-O-O-O-V-N-O-V-O-V-O	4	V	O
V-O-O-O-V-N-O-V-O-V-O-V-O	5	V	O
V-O-O-O-V-O-V-O	3	V	O
V-O-O-O-V-O-V-O-V-R-V-O	5	V	O
V-O-O-V-O-N-V-O	3	V	O
V-O-O-V-N-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-V-O-V-O-O-V	5	V	V
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-L-O-V-O	3	V	O
V-O-O-V-L-O-V-O-V-O	4	V	O
V-O-O-V-L-O-V-O-V-O	4	V	O
V-O-O-V-L-O-N-V-O	3	V	O
V-O-O-V-N-V-O	3	V	O
V-O-O-V-N-L-V-O	3	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-N-V-O	4	V	O
V-O-O-V-O-V-N-O-V	4	V	V
V-O-O-V-O-V-N-O-O-O-V	4	V	V
V-O-O-V-O-V-N-O-V-O-O-V-J	5	V	J
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O-O-V	4	V	V
V-O-O-V-O-L-V-O	3	V	O
V-O-O-V-O-L-V-O-O-V	4	V	V
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-N-V-O	3	V	O
V-O-O-V-O-V-O-V-O	4	V	O
V-O-J-V-O-V-O	3	V	O
V-O-J-V-O-V-O-O-V	4	V	V
V-O-J-V-O-V-N-V-O	4	V	O
V-O-J-V-O-V-N-V-O	4	V	O
V-O-J-V-O-O	2	V	O-O
V-O-J-V-O-O-V-O	3	V	O
V-O-J-V-O-O-V-O-O-V	4	V	V
V-O-J-V-O-O-V-O	3	V	O
V-O-J-V-O-O-V-J-V-O-V-J-V	6	V	V
V-O-J-V-O-O-V-J-V-O-V-J	5	V	J
V-O-J-V-O-O-V-J	3	V	J
V-O-J-V-N	2	V	N
V-O-J-V-N-O-V	3	V	V
V-O-J-V-N-N-V-J	3	V	J
V-O-J-V-O-O	2	V	O-O
V-O-J-V-O-O-O-V	3	V	V
V-O-J-V-O-V-O	3	V	O
V-O-J-V-L-V-O-V-O	4	V	O
V-O-J-V-L-V-O	3	V	O
V-O-J-V-O-O-V-R-V-O-V-O	5	V	O
V-O-J-V-O-L-V-N-N-V-J	4	V	J
V-O-J-V-O	2	V	O
V-O-V-O-R-V-O	3	V	O
V-O-V-O-R-V-O-O-V	4	V	V
V-O-V-O-R-V-O-V-O	4	V	O
V-O-V-O-R-V-O-V-O-O-V	5	V	V
V-O-V-O-R-V-O	3	V	O
V-O-V-N-V-N-N-V-J	4	V	J
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-O-V	4	V	V
V-O-V-O-O-V-O-V-O	4	V	O
V-O-V-O-O-V-O-V-O-O-V	5	V	V
V-O-V-O-O-V-N-V-N-V-O-V-O	6	V	O
V-O-V-O-O-V-N-V-N-V-O-V-O-O-V	7	V	V
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-V-L-N-V-J	6	V	J
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-O-V	5	V	V
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-O-V	5	V	V
V-O-V-O-V-O-V-N-V-J-V	6	V	V
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-O-V	4	V	V
V-O-V-O-O-V-N-V-J-V	5	V	V
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-O-V	4	V	V
V-O-V-O-V-L-V-L-V-J	5	V	J
V-O-V-O-V-L-V-O	4	V	O
V-O-V-O-V-L-V-O	4	V	O
V-O-V-O-V-L-V-O	4	V	O
V-V-V-N	3	V	N
V-V-V-N-V-O-N	4	V	O-N
V-O-V-O-O-V-R-V-O	4	V	O
V-O-V-N-O-O-V-J	3	V	J
V-O-V-N-V	3	V	V
V-O-V-R-O-V	3	V	V
V-O-V-O	2	V	O
V-O-V-O-N-V-N-V-O-O-V-R	5	V	R
V-O-V-O-N-V-J	3	V	J
V-O-V-O	2	V	O
V-O-V-O-V-O-V-J	4	V	J
V-O-V-O-V-R	3	V	R
V-O-V-O-V-R-V-O-O-V	5	V	V
V-O-V-O-V-R-O-O-V-J	4	V	J
V-O-V-O-V-R-O-O-O-V	4	V	V
V-O-V-O-V-R-O-V	4	V	V
V-O-V-O-V-R-V	4	V	V
V-O-V-O-V-V-L	4	V	L
V-O-V-O-V-V-L-N-V-O-V-O	6	V	O
V-O-V-O-V-V-L-N-V-O-O	5	V	O-O
V-O-V-O-V-V-L-N-V-J	5	V	J
V-O-V-O-V-V-N-O	4	V	N-O
V-O-V-O-V-V-N-O-O-V	5	V	V
V-O-V-O-V-V-N-O-O-O-V-J-V	6	V	V
V-O-V-O-V-V-N-O-O-O-V-J	5	V	J
V-O-V-O-V-V-O	4	V	O
V-O-V-O-V-V-O-N-V-O-O	5	V	O-O
V-O-V-O-V-V-O-N-V-J	5	V	J
V-O-L-V-O-V-O-V-O	4	V	O
V-O-L-V-O-V-O-O-V	4	V	V
V-O-V-R-N-V-O-V-L	4	V	L
V-O-V-R-N-V-O-V-L-N-V-O-V	6	V	V
V-O-V-R-N-V-O-V-L-O-O-V-J	5	V	J
V-O-V-R-N-V-O-V-L-O-O-O-V	5	V	V
V-O-V-R-N-V-O	3	V	O
V-O-V-R-N-V-O-O-V	4	V	V
V-O-V-R-N-L-V-N-V-J-V	5	V	V
V-O-V-R-N-L-V-O	3	V	O
V-O-V-R-N-L-V-O-O-V	4	V	V
V-O-V-R-O	2	V	R-O
V-O-V-R-O-V-O-O	3	V	O-O
V-O-R-V-N-O-V-O-V-O-V-O	5	V	O
V-O-R-V-N-O-V-O-V-O-V-O-O-V	6	V	V
V-O-R-V-N-O-V-O-V-O	4	V	O
V-O-R-V-N-O-V-O-V-O-O-V	5	V	V
V-O-O-V-J-O	2	V	J-O
V-O-O-V-O	2	V	O
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O-O-V-O	3	V	O
V-O-O-V-N	2	V	N
V-O-O-V-L-N-V-J-V	4	V	V
V-O-O-V-L-N-V-L-V-O	4	V	O
V-O-O-V-L-N-V-L-V-O-V-O-V-O-O-V-J	7	V	J
V-O-O-V-L-N-V-L-V-O-V-J-V	6	V	V
V-O-O-V-L-N-V-N-V-O-R-V-O-V-O-O-V-J	7	V	J
V-O-O-V-L-N-V-N-V-O-R-V-J-V	6	V	V
V-O-O-V-L-N-V-O-L-V-O-V-J-V	6	V	V
V-O-O-V-L-N-V-O-O-V-O	4	V	O
V-O-O-V-L-N-V-O-O-V-O-V-O-V-O-O-V-J	7	V	J
V-O-O-V-L-N-V-O-O-V-O-V-J-V	6	V	V
V-O-V-O-V-R-V-O-V-O	5	V	O
V-O-O-L-V-J-N	2	V	J-N
V-O	1	V	O
V-O-V	2	V	V
V-O-V-O-V-N	3	V	N
V-O-V-O-V-O-V-O	4	V	O
V-O-V-V-O-V-N-V-J-V	6	V	V
V-O-V-V-O-V-O	4	V	O
V-O-V-L-N-V-O	3	V	O
V-O-V-L-N-V-O-V	4	V	V
V-O-V-L-N-V-O-V-O	4	V	O
V-O-V-L-N-V-J	3	V	J
V-O-V-N-V-O	3	V	O
V-O-V-N-V	3	V	V
V-O-V-O-O-V	3	V	V
V-O-V-R-V-O-O-V-R-V-O-V-O-V-O	7	V	O
V-O-V-R-V-O-O-V-R-V-O-V-O-V-O-O-V	8	V	V
V-O-V-O	2	V	O
V-O-V-J-V-O	3	V	O
V-O-O-V-O	2	V	O
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-O-V	3	V	V
V-O-O-V-O-N-V-J	3	V	J
V-O-O-V-O-V-O-V-O	4	V	O
V-O-O-V-O-O-V	3	V	V
V-O-V	2	V	V
V-O-V-N-O-O-V-J	3	V	J
V-O-L-V-O-V-O-V-O	4	V	O
V-O-L-V-O-V-L-V-J	4	V	J
V-O-L-V-O-V-O	3	V	O
V-O-L-V-O-V-O-V-L	4	V	L
V-O-L-V-O-V-O-V-L-N-V-J	5	V	J
V-O-L-V-O-V-O	3	V	O
V-O-L-V-O-V-O-O-V	4	V	V
V-O-L-V-O-O-V-O	3	V	O
V-O-L-V-O-O-V-O-O-V	4	V	V
V-O-L-V-O-O-V-N-V-J-V	5	V	V
V-O-L-V-O-R-V-O-V-O-V-O-O-V-J	6	V	J
V-O-L-V-O-R-V-O-V-J-V	5	V	V
V-O-L-V-O-V-O	3	V	O
V-O-L-V-O-V-O	3	V	O
V-O-L-V-O-V-O-V-O	4	V	O
V-O-L-V-O-V	3	V	V
V-O-L-V-O-J-V	3	V	V
V-O-N-V-L-V-N-V-J-V	5	V	V
V-O-N-V-L-V-O	3	V	O
V-O-N-V-L-V-O	3	V	O
V-O-N-V-L-V-O	3	V	O
V-O-N-V-R-V-O	3	V	O
V-O-N-V-R-V-O	3	V	O
V-O-N-V-O	2	V	O
V-O-V-L-V-O-V-O-V-O	5	V	O
V-O-V-L-V-O-V-O	4	V	O
V-O-V-L-V-O-V-O	4	V	O
V-O-V-L-V-O-O-V-O	4	V	O
V-O-V-R-V-O-V-O-V-O	5	V	O
V-O-V-R-V-O-V-O-V-O-O-V	6	V	V
V-O-V-O-V	3	V	V
V-O-V-O-V	3	V	V
V-O-V-O-V	3	V	V
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-O-V	3	V	V
V-O-V-O-N-V-O	3	V	O
V-O-V-O-N-V-O-V	4	V	V
V-O-V-O-N-V-O-V-J	4	V	J
V-O-V-O-N-V-O-V-R-V-O-V-L-V-O-N-V-J	8	V	J
V-O-V-O-N-V	3	V	V
V-O-V-O-N-V-R-V-O-V-O	5	V	O
V-O-V-O-N-V-J	3	V	J
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-V-N-V-J-V	7	V	V
V-O-V-O-V-O-V-O-O-V-O-O-V-J	6	V	J
V-O-V-O-V-O	3	V	O
V-O-V-O-V-J	3	V	J
V-O-R-V	2	V	V
V-O-R-V-N-V	3	V	V
V-O-R-V-N-V-N-V-J-V	5	V	V
V-O-R-V-N-V-O-V-L	4	V	L
V-O-R-V-N-V-O-V-L-N-V-O-V	6	V	V
V-O-R-V-N-V-O-V-L-N-V-J	5	V	J
V-O-R-V-N-V-O	3	V	O
V-O-R-V-N-O-V	3	V	V
V-O-R-V-N-N-V-O	3	V	O
V-O-R-V-N-N-V-J	3	V	J
V-O-R-V-N-V-O	3	V	O
V-O-R-V-O-L-V-O-O	3	V	O-O
V-O-R-V-O-L-V-J	3	V	J
V-O-R-V-O-N-V-O	3	V	O
V-O-R-V-O	2	V	O
V-O-R-V-O-O-V-J	3	V	J
V-O-R-V-O	2	V	O
V-O-R-V-O-O-V	3	V	V
V-O-R-V-O-V-J	3	V	J
V-O-R-V-N-V-O	3	V	O
V-O-R-V-N-O-V	3	V	V
V-O-R-V-N-V-J	3	V	J
V-O-R-V-N-V-J	3	V	J
V-O-O-V	2	V	V
V-O-V-J-V-N-N-V	4	V	V
V-O-V-O-O-V-O	3	V	O
V-O-V-L-V-O	3	V	O
V-O-V-L-O-V	3	V	V
V-O-V-R-V-O-V-O	4	V	O
V-O-V-R-V-O-V-O-O-V	5	V	V
V-O-V-R-V-O-N-V-O	4	V	O
V-O-V-R-V-O-V-O-V-O	5	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O-V-O	4	V	O
V-O-V-L-V-O	3	V	O
V-O-V-N-V-O-V-O	4	V	O
V-O-V-N-V-O	3	V	O
V-O-V-N-O-V	3	V	V
V-O-V-N-V-O-N-V-J	4	V	J
V-O-V-N-O-V-O	3	V	O
V-O-V-N-O-V-O-V	4	V	V
V-O-V-O	2	V	O
V-O-V-O-V-N-V-L-V-O-O	5	V	O-O
V-O-V-O-V-N-V-L-V-J	5	V	J
V-O-V-O-V-N-V-N-V-J-V	6	V	V
V-O-V-O-V-N-V-O	4	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-L-V-N-V-J-V	5	V	V
V-O-V-O-L-V-O	3	V	O
V-O-V-O	2	V	O
V-O-V-N-O-V-O-V-O	4	V	O
V-O-V-N-O-V-O-O-V	4	V	V
V-O-V-N-O-V-O-V-O-N-V-J	5	V	J
V-O-V-N-O-V-O-O-V-O	4	V	O
V-O-V-N-O-V-O-V-O-V-O	5	V	O
V-O-V-O-R-V-O-V-O	4	V	O
V-O-V-O-R-V-O-V-O-V-O	5	V	O
V-O-V-O	2	V	O
V-O-V-O-V-O-V-J	4	V	J
V-O-V-O-V-O	3	V	O
V-O-V-N-O-V	3	V	V
V-O-V-R-V-O-V-N-V-J-V	6	V	V
V-O-V-R-V-O-V-N-N-V-J	5	V	J
V-O-V-R-V-O-V-O-V-L-N-V-O-O	6	V	O-O
V-O-V-R-V-O-V-O-V-L-N-V-J	6	V	J
V-O-V-R-V-O-V-O	4	V	O
V-O-V-R-V-O-V-O-O-V	5	V	V
V-O-V-R-V-O-V-O-V-O	5	V	O
V-O-V-R-V-O-V-O-V-O-O-V	6	V	V
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-V	5	V	V
V-O-V-O-V-O-N-V	4	V	V
V-O-V-O-V-O-N-V	4	V	V
V-O-V-O-V-O-N-V	4	V	V
V-O-V-O-V-O-N-V-O-O	4	V	O-O
V-O-V-O-V-O-N-V-J	4	V	J
V-O-V-L-V-O-V-O-V-N-V-J-V	7	V	V
V-O-V-L-V-O-V-O-V-O-V-O	6	V	O
V-O-V-L-V-O-V-O-V-O-V-O-O-V	7	V	V
V-O-V-L-V-O-V-O-V-O	5	V	O
V-O-V-L-V-O-V-O-V-O-O-V	6	V	V
V-O-V-L-V	3	V	V
V-O-V-N	2	V	N
V-O-V-R-O-V-O-V-O	4	V	O
V-O-V-R-V-O-N-V-O	4	V	O
V-O-V-R-V-O-N-V-J	4	V	J
V-O-V-R-V-O-N-V-O-O	4	V	O-O
V-O-V-R-V-O	3	V	O
V-O-V-R-V-O	3	V	O
V-O-V-R-V-O-V-O-V-J	5	V	J
V-O-V-R-V-O-V-N-V-J	5	V	J
V-O-V-R-O	2	V	R-O
V-O-V-R-O-V-O-V-O	4	V	O
V-O-V-R-O-V-O-O	3	V	O-O
V-O-V-R-O-V-O-O-O-V	4	V	V
V-O-V-R-O-V-O-O-O-O-V-J	4	V	J
V-O-V-R-O-N-V-O	3	V	O
V-O-V-R-O-V-O-V-J	4	V	J
V-O-V-R-N-V-O	3	V	O
V-O-V-R-N-V-O	3	V	O
V-O-V-R-O-O-O-V-L-V-O-O	4	V	O-O
V-O-V-R-O-O-O-V-L-V-J	4	V	J
V-O-V-R-O-O-O-V-O	3	V	O
V-O-V-R-O-O-O-V-O	3	V	O
V-O-V-R-O-O-O-L-V-O	3	V	O
V-O-V-R-O-V-N-V-J-V	5	V	V
V-O-V-R-O-V-N-V-O	4	V	O
V-O-V-R-O-V-O	3	V	O
V-O-V-R-O-V-O	3	V	O
V-O-V-R-O-V-O-V-O	4	V	O
V-O-V-O	2	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-O-V	3	V	V
V-O-V-O-O-V	3	V	V
V-O-V-O-V-O-N-V-J	4	V	J
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-N-V-O	3	V	O
V-O-V-O-N-V-J	3	V	J
V-O-V-N-V-O	3	V	O
V-O-V-N-O-V	3	V	V
V-O-V-O-O-V-O-V-L	4	V	L
V-O-V-O-O-V-O-V-L-N-V-J	5	V	J
V-O-V-O-O-V-O	3	V	O
V-O-V-O-O-V-O-O-V	4	V	V
V-O-V-O-O-O-V	3	V	V
V-O-V-O-O-O-V	3	V	V
V-O-V-O-O-N-V-J	3	V	J
V-O-V-O-O-N-V-J	3	V	J
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-N-V-J-V	5	V	V
V-O-V-O-V-N-N-V-J-V	5	V	V
V-O-O-V-R-V-O	3	V	O
V-O-O-V-O-O-V-J	3	V	J
V-O-O-V-O-V-J	3	V	J
V-O-O-V	2	V	V
V-O-O-V	2	V	V
V-O-O-V-O-V-O	3	V	O
V-O-O-V-O-O-V-R-V-O-V-L	5	V	L
V-O-O-V-O-O-V-R-V-O-V-L-N-V-O-V	7	V	V
V-O-O-V-O-O-V-R-V-O-V-L-O-O-V-J	6	V	J
V-O-O-V-O-O-V-R-V-O-V-L-O-O-O-V	6	V	V
V-O-O-V-O-V-J	3	V	J
V-O-O-V-R	2	V	R
V-O-N-V-O-O-V	3	V	V
V-O-N-V-J	2	V	J
V-O-V-O-O-O-O-V-O-V-O-O-V	5	V	V
V-O-V-N-V-L-V-J	4	V	J
V-O-V-N-V-O	3	V	O
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-O-O-V	4	V	V
V-O-V-L-V-O-V-O	4	V	O
V-O-V-L-V-L-V-J	4	V	J
V-O-V-L-V-O	3	V	O
V-O-V-R-V-O-V-O-V-O	5	V	O
V-O-V-R-V-O-V-O	4	V	O
V-O-O-V	2	V	V
V-O-O-V-R-O-V-O-V-O	4	V	O
V-O-O-V-R-O-V-O-V-O-O-V	5	V	V
V-O-O-V-R-O-V-O-V-O	4	V	O
V-O-V-J-V-O	3	V	O
V-O-V-J-N-V-O	3	V	O
V-O-V-L-V-N-V-O-V-L-N-V-O-O	6	V	O-O
V-O-V-L-V-N-V-O-V-L-N-V-J	6	V	J
V-O-V-L-V-N-V-O	4	V	O
V-O-V-L-V-N-L-V-N-V-J-V	6	V	V
V-O-V-L-V-N-L-V-O	4	V	O
V-O-V-L-V-N-L-V-J-V-O-V-J	6	V	J
V-O-V-L-V-O-V-O-V-O	5	V	O
V-O-V-L-V-O-V-O	4	V	O
V-O-V-L-N-V-O-V-O	4	V	O
V-O-V-L-N-V-O-V-O-V-O	5	V	O
V-O-V-O-V-L-V-O-V-O	5	V	O
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-O-V	3	V	V
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-O-N-V-O-O	4	V	O-O
V-O-V-O-V-O-N-V-J	4	V	J
V-O-V-O-V-O	3	V	O
V-O-V-N-V-O-O-V	4	V	V
V-O-O-V-L-V-R-V-O	4	V	O
V-O-O-V-R-V-O-V-O	4	V	O
V-O-O-V-R-V-O	3	V	O
V-O-L-V-O-V-O-V-O	4	V	O
V-O-L-V-O-V-O-V-O-O-V	5	V	V
V-O-L-V-O-V-O-V-O	4	V	O
V-O-L-V-O-V-O-V-O-V-O	5	V	O
V-O-L-V-O-O-V-O-V-O	4	V	O
V-O-L-V-O-V-O-V-O	4	V	O
V-O-N-V-O-O-V	3	V	V
V-O-N-V-O-V-O	3	V	O
V-O-O-V-R-V-O-V-O	4	V	O
V-O-O-V-R-V-O-V-O-O-V	5	V	V
V-O-O-V-R-V-O	3	V	O
V-O-O-V-R-V-O-O-V	4	V	V
V-O-O-V-R-O-V	3	V	V
V-O-O-R-V-O-V-O-V-O	4	V	O
V-O-O-V-O-V-O-V-R-V-O-V-O	6	V	O
V-O-O-V-O-V-O-V-R-V-O	5	V	O
V-O-V-R-O-V	3	V	V
V-O-V-J-V-V	4	V	V
V-O-V-N-V-O	3	V	O
V-O-V-N-V-O-O-V	4	V	V
V-O-V-R-V-O-V-O	4	V	O
V-O-V-R-V-O-V-O-O-V	5	V	V
V-O-V-R-V-O	3	V	O
V-O-V-R-V-O-O-V	4	V	V
V-O-V-O-V-N-V-O-V-O	5	V	O
V-O-V-O-V-N-V-O-V-O-O-V	6	V	V
V-O-V-O-V-N-V-O	4	V	O
V-O-V-O-V-N-V-O-O-V	5	V	V
V-O-V-O-V-N-N-V-J	4	V	J
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O-O-V	4	V	V
V-O-V-O-V-O-V-O	4	V	O
V-O-V-O-V-O-V-O-O-V	5	V	V
V-O-V-O	2	V	O
V-O-V-O-V	3	V	V
V-O-V-O-V-N-V-O-O	4	V	O-O
V-O-V-O-V-N-V-J	4	V	J
V-O-V-O-V-O-V-L-N-V-O-O	5	V	O-O
V-O-V-O-V-O-V-L-N-V-J	5	V	J
V-O-V-O-V-O	3	V	O
V-O-V-O-V-O	3	V	O
V-O-V-O-V-N-V-J-V	5	V	V
V-J-V-O-N-V-O-O-V	4	V	V
V-J-V-L-V-O-V-O	4	V	O
O-V	1	O	V
O-V-O-V	2	O	V
O-V-O-V-L	2	O	L
O-V-O-V-O-O	2	O	O-O
O-V-O-V-V-N	3	O	N
O-V-O-V-J	2	O	J
O-V-O-V-L-V-N	3	O	N
O-V-O-V-L-V-N-N-V-J	4	O	J
O-V-O-V-L-V-N-O-V-O	4	O	O
O-V-O-V-N-V-L	3	O	L
O-V-O-L-V-N	2	O	N
O-V-O-L-V-N-V-J	3	O	J
O-V-O-L-V-N-V-O-L-V-O-O-V	5	O	V
O-V-O-L-V-O-V-O-V-O-V-O-O-O-V-J	6	O	J
O-V-O-L-V-O-V-O-V-O-V-O-O-O-V-J	6	O	J
O-V-O-L-V-O-V-R	3	O	R
O-V-O-V-O-O-V-O-V-J	4	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-L-V-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-O-V-J	2	O	J
O-V-O-V-N-V-N-O	3	O	N-O
O-V-O-V-N-V-O-N	3	O	O-N
