lexeme_russian	number_syllables	onset	coda
O-L-V-O-V-N-V	3	O-L	V
O-L-V-O-V-N-O-V	3	O-L	V
O-L-V-O-O-V	2	O-L	V
O-L-V-O	1	O-L	O
O-L-V-V-O-V	3	O-L	V
O-L-V	1	O-L	V
O-L-V-V	2	O-L	V
O-L-V-V	2	O-L	V
O-L-V-N-V-O	2	O-L	O
O-L-V-N-V-O-R-V-O	3	O-L	O
O-L-V-N-O-V-W-V-O	3	O-L	O
O-L-V-N-O-V-W-O-V	3	O-L	V
O-L-V-N-O-V-O	2	O-L	O
O-L-V-N-O-V-O-N-V-J	3	O-L	J
O-L-V-V-O-V-N	3	O-L	N
O-L-V-V-O-V-N-V-W-V-J	5	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-O-V	2	O-L	V
O-L-V-O-O-V	2	O-L	V
O-L-V-O-O-V-R-V-W-V-N-N-V-J	5	O-L	J
O-L-V-O-O-V-R-V-W-V-O	4	O-L	O
O-L-V-O-O-V-R-V-W-O-V	4	O-L	V
O-L-V-O-V	2	O-L	V
O-L-V-O-O-V	2	O-L	V
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O-V-W-V-J	4	O-L	J
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-O-N-V-J	3	O-L	J
O-L-V-O-O-V-O-V-J	3	O-L	J
O-L-V-O-V	2	O-L	V
O-L-V-O-N-V-J	2	O-L	J
O-L-V-W	1	O-L	W
O-L-V-W-V-O	2	O-L	O
O-L-V-W-O-V-O-V	3	O-L	V
O-L-V-O	1	O-L	O
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O-V-W-V-J	4	O-L	J
O-L-V-O-N-V-J	2	O-L	J
O-L-V-O-V-W-V-O-V-O-O	4	O-L	O-O
O-L-V-O-V-W-V-O-V-J	4	O-L	J
O-L-V-O-V-W-V-O	3	O-L	O
O-L-V-O-V-W-V-O-O-O-W-V	4	O-L	V
O-L-V-O-V-W-V-O-O-V-O-O-V-J	5	O-L	J
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-O-V-N-N-V-J	4	O-L	J
O-L-V-O-V-O-V-L	3	O-L	L
O-L-V-O-V-O-V-R-O-V	4	O-L	V
O-L-V-O-V-V-O-O-N-V-N-V-V	6	O-L	V
O-L-V-O-V-V-O-O-V-N-V-J-V-O-V-J	7	O-L	J
O-L-V-O-V-L-V-O-O-V-O	4	O-L	O
O-L-V-O-V-N-V-O-O-V	4	O-L	V
O-L-V-O-V-N-V-O-V-O	4	O-L	O
O-L-V-O-V-N-V-O-N-V-O-O	4	O-L	O-O
O-L-V-O-V-N-V-O-N-V-J	4	O-L	J
O-L-V-O-V-N-V-O-V-N-V-V	6	O-L	V
O-L-V-O-V-V-W-V-O-N-V-J	5	O-L	J
O-L-V-O-V-O-V-R-V-N-V-N-N-V-J	6	O-L	J
O-L-V-O-V-O-V-R-V-R-V-O-V-O-V-W-V-J-V-O-V-J	10	O-L	J
O-L-V-O-V-O-V-O-V-N-N-V-O	5	O-L	O
O-L-V-O-V-R-V-O-V-V	5	O-L	V
O-L-V-O-V-R-V-O-N-V-O-O	4	O-L	O-O
O-L-V-O-V-R-V-O-N-V-J	4	O-L	J
O-L-V-O-V-O-O-V-R	3	O-L	R
O-L-V-O-V-O-N-V-N	3	O-L	N
O-L-V-O-V-O-N-V-N-N-V-J	4	O-L	J
O-L-V-O-V-O-N-V-N-V-O-V-L	5	O-L	L
O-L-V-O-V-O-V-O-V-L-O-V	5	O-L	V
O-L-V-O-V-O-V-O-V-L-N-V	5	O-L	V
O-L-V-O-V-O-J-V-N	3	O-L	N
O-L-V-O-V-O-W-V-R-N-V-O-O	4	O-L	O-O
O-L-V-O-V-O-W-V-R-N-V-J	4	O-L	J
O-L-V-O-V-O-R-V-N-V-L-V-O-V	6	O-L	V
O-L-V-O-V-O-V	3	O-L	V
O-L-V-O-V-O-V-J	3	O-L	J
O-L-V-J-V-N-V-V	4	O-L	V
O-L-V-J-V-N-V-J	3	O-L	J
O-L-V-O-V-W-N-V-J	3	O-L	J
O-L-V-V-O	2	O-L	O
O-L-V-J-O-V	2	O-L	V
O-L-V-N-O-V	2	O-L	V
O-L-V-N-O-V-R	2	O-L	R
O-L-V-N-O-V-R	2	O-L	R
O-L-V-N-O-V-R-N-V-J	3	O-L	J
O-L-V-N-O-V-R-V-W-V-N-V-V	6	O-L	V
O-L-V-N-O-V-R-V-W-V-O	4	O-L	O
O-L-V-N-O-V-R-V-W-O-V	4	O-L	V
O-L-V-N-O-V-R-V-W-V-O-N-V-J	5	O-L	J
O-L-V-N-O-V-R-V-W-O-V-O	4	O-L	O
O-L-V-N-O-V-W-V-J	3	O-L	J
O-L-V-O-O-V-J	2	O-L	J
O-L-V-O-O-V-O-V-L-V-W-V-J	5	O-L	J
O-L-V-O-O-V-O-V-R-N-V-J	4	O-L	J
O-L-V-O-O-V-O-V-R-V	4	O-L	V
O-L-V-O-O-V-O-R-V-O-V-J	4	O-L	J
O-L-V-O-O-V-O-V-O-O-V	4	O-L	V
O-L-V-O-O-V-O-V-N-O-V	4	O-L	V
O-L-V-O-O-V-O-V-N-N-V-J	4	O-L	J
O-L-V-O-O-V-O-V-O-O-V	4	O-L	V
O-L-V-O-O-V-O-V-O-V-J	4	O-L	J
O-L-V-O-O-V-L-V-O-V-J	4	O-L	J
O-L-V-O-O-V-N-V-O-V-J	4	O-L	J
O-L-V-O-O-V-O-V-O-V-O-N-V-J	5	O-L	J
O-L-V-O-O-V-R-V-O-V-O-V-J	5	O-L	J
O-L-V-O-O-V-O-O-N-V-J	3	O-L	J
O-L-V-O-O-V-O-O-V-O-V-V	5	O-L	V
O-L-V-O-O-V-O-O-V-O-N-V-J	4	O-L	J
O-L-V-O-O-V-O-O	2	O-L	O-O
O-L-V-O-O-V-O-O	2	O-L	O-O
O-L-V-O-O-V-O-W-V-O-O	3	O-L	O-O
O-L-V-O	1	O-L	O
O-L-V-O-W-V	2	O-L	V
O-L-V-O-W-V-O-V	3	O-L	V
O-L-V-O-W-V-O-O-V	3	O-L	V
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-L-O-V-O	3	O-L	O
O-L-V-O-V-N-V	3	O-L	V
O-L-V-O-V-N-N-V-J	3	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-V	3	O-L	V
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-N-V-N-O-V-J	3	O-L	J
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O-O-V-J	3	O-L	J
O-L-V-O-N-V-O-V-O	3	O-L	O
O-L-V-O-N-V-O-V-O-O-V-J	4	O-L	J
O-L-V-O-N-V-O-V-O-O-W-V	4	O-L	V
O-L-V-O-N-V-O-V-J	3	O-L	J
O-L-V-O-N-V-O-N-V-J	3	O-L	J
O-L-V-O-N-V-N-V-R	3	O-L	R
O-L-V-O-N-V-O-O	2	O-L	O-O
O-L-V-O-N-V-J	2	O-L	J
O-L-V-O-V-W-V-O	3	O-L	O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-W-O-V-O	3	O-L	O
O-L-V-O-V-O-V-N	3	O-L	N
O-L-V-O-V-O-V-R-V-W-V-N	5	O-L	N
O-L-V-O-V-O-O-V-O-O	3	O-L	O-O
O-L-V-O-V-O-V-O	3	O-L	O
O-L-V-O-V-J-V-O-N-V-O-O	4	O-L	O-O
O-L-V-O-V-J-V-O-N-V-J	4	O-L	J
O-L-V-O-O-O-V-J	2	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O-V-N-O-V-J	3	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V	2	O-L	V
O-L-V-O-V	2	O-L	V
O-L-V-O-V-W-V-O-V-J	4	O-L	J
O-L-V-O-V-J	2	O-L	J
O-L-V-O-V-N-O-V-J	3	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-V-O-N-V-J	3	O-L	J
O-L-V-O-O-V	2	O-L	V
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-V-O-N-V-J	3	O-L	J
O-L-V-O-V-O-V-O-N-V-J	4	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-V-R	2	O-L	R
O-L-V-O-V-O-V-R	3	O-L	R
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-J	2	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-N-O-V-R	2	O-L	R
O-L-V-N-O-V-R-N-V-J	3	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-V-O-V	3	O-L	V
O-L-V-O-N-V	2	O-L	V
O-L-V-O-N-V	2	O-L	V
O-L-V-O-V-W-V-O-V-O-O	4	O-L	O-O
O-L-V-O-V-W-V-O-V-J	4	O-L	J
O-L-V-O-V-W-V-O	3	O-L	O
O-L-V-O-V-W-O-V	3	O-L	V
O-L-V-O-V-W-O-O-V-J	3	O-L	J
O-L-V-O-V-W-O-O-W-V	3	O-L	V
O-L-V-O-V-O-R-V-O	3	O-L	O
O-L-V-O-V-O-R-V-O-V-O-V-O-O-V-J	6	O-L	J
O-L-V-O-V-O-R-V-O-V-V	5	O-L	V
O-L-V-O-V-N	2	O-L	N
O-L-V-O-V-N-O	2	O-L	N-O
O-L-V-O-V-N-O-V-W-V-J	4	O-L	J
O-L-V-O-V-N-V-O-N	3	O-L	O-N
O-L-V-O-V-N-V-J	3	O-L	J
O-L-V-O-V-N-V-O-V-O-O-V-J	5	O-L	J
O-L-V-W-V-N	2	O-L	N
O-L-V-W-V-N-N-V-J	3	O-L	J
O-L-V-W-V-O-V-O-O	3	O-L	O-O
O-L-V-W-V-O-V-J	3	O-L	J
O-L-V-O	1	O-L	O
O-L-O-V-N	1	O-L-O	N
O-L-O-V-N-O-O-V-J	2	O-L-O	J
O-L-V-W-V-V-L-N-V-J	4	O-L	J
O-L-V-W-V-V-O-R-V-O	4	O-L	O
O-L-V-W-V-V-O	3	O-L	O
O-L-V-W-V-V-N-V-O-R	4	O-L	O-R
O-L-V-O-V-W-V-N-O-V-J	4	O-L	J
O-L-V-O-V-W-V-O	3	O-L	O
O-L-V-O-V-W-V-O-O	3	O-L	O-O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-N-V-O	2	O-L	O
O-L-V-N-V-O	2	O-L	O
O-L-V-R	1	O-L	R
O-L-V-R-V-L-V-O-N	3	O-L	O-N
O-L-V-R-V-L-V-O-O	3	O-L	O-O
O-L-V-R-V-L-V-O-O-V-O-V-O-O-V-J	6	O-L	J
O-L-V-R-V-L-N-V-J	3	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-O-V	2	O-L	V
O-L-V-O-O-W-V-N-O-V-R-O-V-O-O	4	O-L	O-O
O-L-V-O-N-V	2	O-L	V
O-L-V-O-N-V-W-V-J	3	O-L	J
O-L-V-O-V-W-V-L-N-V-J	4	O-L	J
O-L-V-O-V-W-V-N-V-V	5	O-L	V
O-L-V-O-V-W-V-O	3	O-L	O
O-L-V-O-V-W-O-V	3	O-L	V
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-W-O-V-O	3	O-L	O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-V	2	O-L	V
O-L-V-O-V-O	2	O-L	O
O-L-V-O-V-O-O-V	3	O-L	V
O-L-V-O-N-V-O	2	O-L	O
O-L-V-O-N-V-O-O-V	3	O-L	V
O-L-V-O	1	O-L	O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-O-V	2	O-L	V
O-L-V-O	1	O-L	O
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-N-V-V	4	O-L	V
O-L-V-O-V-N-V-J	3	O-L	J
O-L-V-O-V-L-N-V-J	3	O-L	J
O-L-V-O-V-O	2	O-L	O
O-L-V-O	1	O-L	O
O-L-V-O-N-V-J	2	O-L	J
O-L-V-O	1	O-L	O
O-L-V-O-V-O	2	O-L	O
O-L-V-O-O-V	2	O-L	V
O-L-V-O-V-W-V-J	3	O-L	J
O-L-V-O-V-N	2	O-L	N
O-L-V-O-V-N-J-V	3	O-L	V
O-N-V-W-N-V-O-V-O-V	4	O-N	V
O-N-V-W-N-V-O-V-O-V-O-O-V-J	5	O-N	J
O-N-V-W-N-V-O-V-L-V-O	4	O-N	O
O-N-V-W-N-V-O-V-L-V-O	4	O-N	O
O-N-V-W-N-V-R-O-V-O-V-R	4	O-N	R
O-N-V-W-N-V-O-R-V-O	3	O-N	O
O-N-V-W-N-V-O-R-V-O-V-O-V-O-O-V-J	6	O-N	J
O-N-V-W-N-V-O-R-V-O-V-V	5	O-N	V
O-N-V-W-N-V-O-V-O-O	3	O-N	O-O
O-N-V-W-N-V-O-V-O-O-V-W-V-J	5	O-N	J
O-N-V-W-N-V-N-V-O-V-O-O-V-J	5	O-N	J
O-N-V-W-N-V-N-V-V	4	O-N	V
O-N-V-W-N-V-O-V-R-V-O-V-V	6	O-N	V
O-N-V-W-N-V-O-V-N-V-V	5	O-N	V
O-N-V-W-N-V-O-V-R-V-O-O	4	O-N	O-O
O-N-V-W-N-V-O-V-R-N-V-O	4	O-N	O
O-N-V-W-N-V-O-R-V-N-O-O-V-R-O	4	O-N	R-O
O-N-V-O-O-V-J	2	O-N	J
O-N-V-O-V	2	O-N	V
O-N-V-O	1	O-N	O
O-V	1	O	V
O-V-V-L-V-O	3	O	O
O-V-V-N-V-R-V-O-V-N-O-O-V	6	O	V
O-V-V-N-O-L-V-J-O-O-V	4	O	V
O-V-V-O-L-V-O-V-R-V-W-V-O	6	O	O
O-V-V-R-O-V-O-V-O-O-V	5	O	V
O-V-V-O-V-O	3	O	O
O-V-O-V-O-V	3	O	V
O-V-O-V-O-R-V-W-V-O	4	O	O
O-V-O-V-V-W-V-O-O-V	5	O	V
O-V-O-V-L-V-O-V-R-V-O	5	O	O
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-W-V-O	4	O	O
O-V-O-V-L-V-W-V-O	4	O	O
O-V-O-V-L-V-W-V-O	4	O	O
O-V-O-V-L-V-W-V-O-O-V	5	O	V
O-V-O-V-L-V-W-V-O-O-V	5	O	V
O-V-O-V-L-V-W-V-W-V-O	5	O	O
O-V-O-V-L-O-V-W-V-O	4	O	O
O-V-O-V-R-V-O-V-N-V-O	5	O	O
O-V-O-V-R-V-O-O-V-O-O-V	5	O	V
O-V-O-V-R-O-O-V	3	O	V
O-V-O-V-R-V-O-N-V-O-V-O	5	O	O
O-V-O-V-O-V-N-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-J-V-O-V-O	4	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-V-O-R-V-O-V-W-V-N-V-V	9	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V	3	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-L	4	O	L
O-V-O-V-O-V-O-V-L-N-V-O-V	6	O	V
O-V-O-V-O-V-O-V-L-N-V-J	5	O	J
O-V-O-V-O-V-O-V-W-V-J	5	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-V-N-V-O-N-V-O-O	5	O	O-O
O-V-O-V-O-V-N-V-O-N-V-J	5	O	J
O-V-O-V-O-O-O-W-V-W-V-O	4	O	O
O-V-O-V-O-V-L-V-O-O	4	O	O-O
O-V-O-V-O-V-L-V-J	4	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-O-V-L-N-V-O-V-O	5	O	O
O-V-O-V-O-V-N-O-O-W-V-W-V-O	5	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-O-V	3	O	V
O-V-O-V-R-V-O-N-V-J	4	O	J
O-V-O-V-R-V-O-V	4	O	V
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-O-V-O-V-W-V-O	5	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-N-V-W-V-O-O-V	5	O	V
O-V-O-V-O-O-V-O-V-V-O	5	O	O
O-V-O-V-O-O-V-O-V-V-O-O-V	6	O	V
O-V-O-V-W-V-O	3	O	O
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-R-V-O-V	4	O	V
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-R-V-O-V	4	O	V
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-O-V-V	4	O	V
O-V-O-V-O	2	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-L-V-O-V-O-V-R-V-O	5	O	O
O-V-O-L-V-O-V-O-V-O-V-O-O-W-V-W-V-O	7	O	O
O-V-O-L-V-O-V-N-O-O-W-V-W-V-O	5	O	O
O-V-O-L-V-O-V-O	3	O	O
O-V-O-L-V-O-O-V	3	O	V
O-V-O-L-V-O-N-V-O	3	O	O
O-V-O-L-V-O-L-V-J	3	O	J
O-V-O-L-V-O-N-V-O	3	O	O
O-V-O-L-V-O-O-V-W-V-O	4	O	O
O-V-O-L-V-O-O-V-O	3	O	O
O-V-O-L-V-V-O	3	O	O
O-V-O-L-V-O-V	3	O	V
O-V-O-L-V-O-V-O-O-V	4	O	V
O-V-O-L-V-O-O-V-O	3	O	O
O-V-O-L-V-O-O-V-O	3	O	O
O-V-O-L-V-O-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-R-O-O-W-V-W-V-O	4	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-V	3	O	V
O-V-O-V-V-O-V	4	O	V
O-V-O-V-O-V	3	O	V
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-O-V-O	3	O	O
O-V-O-V-L-O-V	3	O	V
O-V-O-V-R	2	O	R
O-V-O-V-R-N-V-O-V-O	4	O	O
O-V-O-V-R-N-V-O	3	O	O
O-V-O-V-R-N-V-O-V	4	O	V
O-V-O-V-R-V-N-V-O	4	O	O
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-R-V	3	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-J-V-O-O-V	4	O	V
O-V-O-R-V-O-N-V-O-V-O	4	O	O
O-V-O-R-V-N-V-W-V-O	4	O	O
O-V-O-R-V-N-V-W-V-O-O-V	5	O	V
O-V-O-R-V-N-V-O	3	O	O
O-V-O-R-V-N-V-O-O-V	4	O	V
O-V-O-R-V-O-V-W-V-O	4	O	O
O-V-O-R-V-O-V-O-O-V	4	O	V
O-V-O-R-V-O-V-N	3	O	N
O-V-O-R-V-O-V-N-O-O-W-V	4	O	V
O-V-O-R-V-O-O-O-V	3	O	V
O-V-O-R-V-O	2	O	O
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-O-V-W-V-O	4	O	O
O-V-O-R-V-N-O-V-O	3	O	O
O-V-O-R-V-O-O-V	3	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O	2	O	O
O-V-O-R-V-O-O-V	3	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O-V	4	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-O-V-O-O-V	4	O	V
O-V-O-R-V-O-O-V-O-O-V	4	O	V
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-W-V-O	4	O	O
O-V-O-R-V-O-V-O-O-V	4	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-L	4	O	L
O-V-O-V-O-V-O-V-L	4	O	L
O-V-O-V-O-V-O-V-L-N-V-O-O	5	O	O-O
O-V-O-V-O-V-O-V-L-N-V-J	5	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V-N-V-V	5	O	V
O-V-O-V-J-O-O-W-V-W-V-O	4	O	O
O-V-O-V-L-O-V-O	3	O	O
O-V-O-V-L-O-V-W-V-O	4	O	O
O-V-O-V-R-V-L-V-J	4	O	J
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-L-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-V-W-V-O	4	O	O
O-V-O-V-J-V-N-V-O	4	O	O
O-V-O-V-W-V-L-O-V-N-V	5	O	V
O-V-O-V-W-V-O	3	O	O
O-V-O-V-W-O-V	3	O	V
O-V-W-V-O-V-O	3	O	O
O-V-W-V-O-V-O-O-V	4	O	V
O-V-W-V-O-O-V	3	O	V
O-V-W-V-O-L-V-W-V-O-O	4	O	O-O
O-V-W-V-O-L-V-W-V-J	4	O	J
O-V-W-V-O-N-V	3	O	V
O-V-W-V-O-O-V-O	3	O	O
O-V-W-V-O-V-W-V-O	4	O	O
O-V-W-V-O-V-W-V-O	4	O	O
O-V-W-V-O-N-V-O-V-O	4	O	O
O-V-W-V-O-O-V-O	3	O	O
O-V-W-V-L	2	O	L
O-V-W-V-L-V-W-V-O	4	O	O
O-V-W-V-L-V-O	3	O	O
O-V-W-V-L-V-O	3	O	O
O-V-W-V-L-V-O	3	O	O
O-V-W-V-L-V-O-O-V	4	O	V
O-V-W-V-L-N-V-J	3	O	J
O-V-W-V-L-V-O	3	O	O
O-V-W-V-L-V-O-O-V	4	O	V
O-V-W-V-N-V-W-V-O	4	O	O
O-V-W-V-O-L-V-N-N-V-J	4	O	J
O-V-W-V-R	2	O	R
O-V-W-V-R-V-N-N-V-J	4	O	J
O-V-W-V-R-V-N-V-O	4	O	O
O-V-W-V-R-V-O-O-V	4	O	V
O-V-W-V-R-V-O	3	O	O
O-V-W-V-R-V-O-O-V	4	O	V
O-V-W-V-R-V-O-V	4	O	V
O-V-W-V-R-N-V-O-V-O	4	O	O
O-V-W-V-R-N-V	3	O	V
O-V-W-V-R-O-O-V-J	3	O	J
O-V-W-V-O-V-N-V	4	O	V
O-V-W-V-W-V-O	3	O	O
O-V-W-V-O-V-O	3	O	O
O-V-W-V-O-V-N-V-V	5	O	V
O-V-W-V-O-V-W-V-O	4	O	O
O-V-W-V-O-O-V	3	O	V
O-V-W-V-O-O-V	3	O	V
O-V-W-V-L-V-W-V-O	4	O	O
O-V-W-V-L-V-N-V-V	5	O	V
O-V-W-V-L-V-O	3	O	O
O-V-W-V-L-V-O-V-L	4	O	L
O-V-W-V-L-V-O-V-L-N-V-O-V	6	O	V
O-V-W-V-L-V-O-V-L-N-V-O-O	5	O	O-O
O-V-W-V-L-V-O-V-L-N-V-J	5	O	J
O-V-W-V-L-V-O-V-O	4	O	O
O-V-W-V-N-O-V-O	3	O	O
O-V-W-V-N-O-V-O-O-V	4	O	V
O-V-W-V-R-O-V-O	3	O	O
O-V-W-V-R-O-V-O-O-V	4	O	V
O-V-W-V-R-O-N-V-O-O-V	4	O	V
O-V-W-V-R-V-N-N-V-J-V	5	O	V
O-V-W-V-R-V-N-N-V-J	4	O	J
O-V-W-V-R-V-O	3	O	O
O-V-W-V-R-V-O	3	O	O
O-V-W-V-R-O-V	3	O	V
O-V-W-V-R-N-V-O	3	O	O
O-V-W-V-R-N-V-O-O-V	4	O	V
O-V-W-V-R-V-O-N-V-J	4	O	J
O-V-W-V-R-O-O-V-O	3	O	O
O-V-W-V-R-O-O-V-O-O-V	4	O	V
O-V-W-V-R-O-O-N-V-J	3	O	J
O-V-W-V-R-O-V-O	3	O	O
O-V-W-V-R-O-V-O-O-V	4	O	V
O-V-W-V-R-O-V-W-V-O	4	O	O
O-V-W-V-R-O-V-W-V-O-O-V	5	O	V
O-V-W-V-R-O	2	O	R-O
O-V-W-V-R-O	2	O	R-O
O-V-W-V-R-O-N-V-O-O-N-V-O-O	4	O	O-O
O-V-W-V-R-O-N-V-O-O-N-V-J	4	O	J
O-V-W-V-R-O-N-V-O-O	3	O	O-O
O-V-W-V-R-O-V	3	O	V
O-V-W-V-R-O-V-W-V-O	4	O	O
O-V-W-V-R-O-V-O	3	O	O
O-V-W-V-R-O-V-O	3	O	O
O-V-W-V-R-V	3	O	V
O-V-W-V-R-V-L-O-V-O	4	O	O
O-V-W-V-R-V-O	3	O	O
O-V-W-V-O-V	3	O	V
O-V-W-V-O-V-L-V-L-V-J	5	O	J
O-V-W-V-O-V-L-V-O	4	O	O
O-V-W-V-O-V-L-V-O	4	O	O
O-V-W-V-O-V-L-V-O-O-V	5	O	V
O-V-W-V-O-V-N-N-V-N-V	5	O	V
O-V-W-V-O-V-O	3	O	O
O-V-W-V-O-V-O-O-V	4	O	V
O-V-W-V-O-N-V-O-V-O	4	O	O
O-V-W-V-O-O-W-V-W-V-N-V-V	6	O	V
O-V-W-V-O-O-W-V-W-V-O-V-L	5	O	L
O-V-W-V-O-O-W-V-W-V-O-V-L-N-V-J	6	O	J
O-V-W-V-O-O-W-V-W-V-O	4	O	O
O-V-W-V-O-O-V	3	O	V
O-V-W-V-O-O-V	3	O	V
O-V-W-V-O-O-V-O	3	O	O
O-V-W-V-O-O-V-O	3	O	O
O-V-W-V-O-O-O-V	3	O	V
O-V-W-V-O-O-V-O-O-V	4	O	V
O-V-W-V-O-O	2	O	O-O
O-V-W-V-O	2	O	O
O-V-W-V-O-V-W-V-J	4	O	J
O-V-W-V-O-R-V-V	4	O	V
O-V-W-V-O	2	O	O
O-V-W-V-O-V-R-V-O	4	O	O
O-V-W-V-O-V-R-V-V	5	O	V
O-V-W-V-O-V-R-V-O	4	O	O
O-V-W-V-O-V-N-V-V	5	O	V
O-V-W-V-O-V-N-N-V-J	4	O	J
O-V-W-V-O-V-O	3	O	O
O-V-W-V-V-O	3	O	O
O-V-W-O-O-V-R-V-O	3	O	O
O-V-W-O-O-V-O-V-O	3	O	O
O-V-W-O-R-V-O-L-V-O	3	O	O
O-V-W-V-W-V-L-N-V-O	4	O	O
O-V-W-V-W-V-L-N-V-J	4	O	J
O-V-W-V-W-V-O	3	O	O
O-V-W-V-O-V-O	3	O	O
O-V-W-V-O-V-O-O-V	4	O	V
O-V-W-V-O-V-N-V-N-V	5	O	V
O-V-W-V-O-L-V	3	O	V
O-V-W-V-O-N-V-O	3	O	O
O-V-W-V-O-O-V-W-V-O	4	O	O
O-V-W-V-O-O-V-O	3	O	O
O-V-W-V-L-V-W-V-O	4	O	O
O-V-W-V-L-V-O-V	4	O	V
O-V-W-V-L-V-O-N-V-J	4	O	J
O-V-W-V-L-V-O	3	O	O
O-V-W-V-N-V-O-O-V	4	O	V
